unit,year,bribery_official_corruption,racial_profiling,conduct_unbecoming_off_duty,criminal_misconduct,false_arrest,operation_personnel_violations,excessive_force,domestic,use_of_force,money_property,supervisory_responsibilities,traffic,incident,illegal_search,medical,lockup_procedures,unknown,first_amendment,verbal_abuse,drug_alcohol_abuse
10,2004,0,0,0.00434782608695652174,0,0.1,0.33478260869565217391,0,0.06086956521739130435,0.2217391304347826087,0,0.01739130434782608696,0.0217391304347826087,0,0.13913043478260869565,0,0.06956521739130434783,0,0.00434782608695652174,0.02608695652173913043,0
17,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2002,0.0043010752688172043,0,0.02365591397849462366,0.0086021505376344086,0.01505376344086021505,0.37204301075268817204,0,0.05591397849462365591,0.20215053763440860215,0,0.01505376344086021505,0.04086021505376344086,0,0.10107526881720430108,0,0.03225806451612903226,0,0,0.12903225806451612903,0
8,2001,0,0,0.03535353535353535354,0.02861952861952861953,0.02356902356902356902,0.27946127946127946128,0,0.07070707070707070707,0.2003367003367003367,0,0.01851851851851851852,0.08249158249158249158,0,0.08754208754208754209,0,0.06228956228956228956,0,0,0.11111111111111111111,0
22,2007,0,0,0.00790513833992094862,0,0.05533596837944664032,0.47035573122529644269,0,0.02371541501976284585,0.19367588932806324111,0,0.01185770750988142292,0.02766798418972332016,0,0.16205533596837944664,0,0.01581027667984189723,0,0,0.01976284584980237154,0.01185770750988142292
10,2001,0.01169590643274853801,0,0.00584795321637426901,0.02631578947368421053,0.02046783625730994152,0.21637426900584795322,0,0.06140350877192982456,0.23684210526315789474,0,0.03216374269005847953,0.05555555555555555556,0,0.11111111111111111111,0,0.1023391812865497076,0,0,0.11695906432748538012,0.0029239766081871345
14,2016,0,0,0,0,0,0.46153846153846153846,0,0,0.15384615384615384615,0,0,0,0,0,0,0.30769230769230769231,0.03846153846153846154,0,0.03846153846153846154,0
3,2018,0,0,0,0,0,0.24324324324324324324,0.08108108108108108108,0,0.13513513513513513514,0.2972972972972972973,0,0.08108108108108108108,0,0,0,0.16216216216216216216,0,0,0,0
5,2005,0,0,0.03103448275862068966,0.01034482758620689655,0.04827586206896551724,0.33103448275862068966,0,0.03448275862068965517,0.2793103448275862069,0,0.05172413793103448276,0.00344827586206896552,0,0.10344827586206896552,0,0.09655172413793103448,0,0,0.01034482758620689655,0
11,2015,0.00754716981132075472,0,0.00377358490566037736,0,0.17358490566037735849,0.26415094339622641509,0.00377358490566037736,0,0.1094339622641509434,0,0,0.01886792452830188679,0,0.23773584905660377358,0,0.16226415094339622642,0,0,0.01886792452830188679,0
5,2007,0,0,0.01907356948228882834,0,0.10899182561307901907,0.28610354223433242507,0,0.00544959128065395095,0.25068119891008174387,0,0.00272479564032697548,0.03269754768392370572,0,0.17166212534059945504,0,0.09536784741144414169,0,0,0.02724795640326975477,0
25,2003,0,0,0.0069686411149825784,0,0.03832752613240418118,0.32055749128919860627,0,0.04878048780487804878,0.17421602787456445993,0,0.0069686411149825784,0.02787456445993031359,0,0.16027874564459930314,0,0.09407665505226480836,0,0,0.11498257839721254355,0.0069686411149825784
24,2010,0,0,0.01459854014598540146,0,0.10948905109489051095,0.26277372262773722628,0,0.05839416058394160584,0.18978102189781021898,0.05839416058394160584,0.00729927007299270073,0.01459854014598540146,0,0.15328467153284671533,0,0.06569343065693430657,0,0,0.05109489051094890511,0.01459854014598540146
10,2009,0.02314814814814814815,0,0.00925925925925925926,0,0.13888888888888888889,0.27777777777777777778,0,0.03703703703703703704,0.25925925925925925926,0,0,0.02314814814814814815,0,0.14814814814814814815,0,0.0787037037037037037,0,0,0.00462962962962962963,0
14,2009,0,0,0.0125,0.00625,0.05625,0.3625,0,0.03125,0.33125,0,0.0125,0.03125,0,0.06875,0,0.06875,0,0,0.01875,0
22,2018,0,0,0.0952380952380952381,0,0.0952380952380952381,0.47619047619047619048,0,0.04761904761904761905,0.0952380952380952381,0,0,0,0,0.0952380952380952381,0,0.0952380952380952381,0,0,0,0
19,2012,0,0,0.03649635036496350365,0,0.08029197080291970803,0.38686131386861313869,0,0.05109489051094890511,0.13868613138686131387,0,0,0.03649635036496350365,0,0.11678832116788321168,0,0.11678832116788321168,0,0,0.02919708029197080292,0.00729927007299270073
15,2006,0,0,0.00719424460431654676,0,0.14388489208633093525,0.24460431654676258993,0,0.03597122302158273381,0.2122302158273381295,0,0.01438848920863309353,0.01438848920863309353,0,0.08273381294964028777,0,0.17625899280575539568,0,0,0.06834532374100719424,0
10,2014,0.00975609756097560976,0,0.00487804878048780488,0.00487804878048780488,0.16097560975609756098,0.2,0,0.00975609756097560976,0.23902439024390243902,0,0,0.00487804878048780488,0,0.20487804878048780488,0,0.13170731707317073171,0,0,0.02926829268292682927,0
2,2003,0,0,0.02669902912621359223,0.00242718446601941748,0.04611650485436893204,0.34466019417475728155,0,0.03155339805825242718,0.20873786407766990291,0,0.05582524271844660194,0.02912621359223300971,0,0.09223300970873786408,0,0.03883495145631067961,0,0,0.10194174757281553398,0.02184466019417475728
3,2008,0,0,0,0,0.07951070336391437309,0.40978593272171253823,0,0.01529051987767584098,0.22324159021406727829,0,0.0030581039755351682,0.01223241590214067278,0,0.14678899082568807339,0,0.07951070336391437309,0,0,0.02446483180428134557,0.00611620795107033639
15,2001,0,0,0,0.05685618729096989967,0.0535117056856187291,0.22073578595317725753,0,0.04347826086956521739,0.2876254180602006689,0,0.00334448160535117057,0.04682274247491638796,0,0.11371237458193979933,0,0.07357859531772575251,0,0,0.10033444816053511706,0
19,2010,0.00617283950617283951,0,0.01234567901234567901,0,0.01234567901234567901,0.46913580246913580247,0,0.00617283950617283951,0.23456790123456790123,0,0,0.04320987654320987654,0,0.0987654320987654321,0,0.04320987654320987654,0,0,0.07407407407407407407,0
2,2018,0,0,0.02040816326530612245,0.02040816326530612245,0.06122448979591836735,0.55102040816326530612,0.0816326530612244898,0.02040816326530612245,0.10204081632653061224,0,0,0,0,0.0408163265306122449,0.0408163265306122449,0,0,0,0,0.06122448979591836735
11,2003,0,0,0.01515151515151515152,0,0.08712121212121212121,0.25757575757575757576,0,0.03598484848484848485,0.28787878787878787879,0,0.01704545454545454545,0.02272727272727272727,0,0.15151515151515151515,0,0.03409090909090909091,0,0,0.09090909090909090909,0
8,2015,0,0,0.04191616766467065868,0,0.08982035928143712575,0.31736526946107784431,0,0.04191616766467065868,0.23952095808383233533,0,0.01197604790419161677,0.05988023952095808383,0,0.08982035928143712575,0,0.08383233532934131737,0,0,0.02395209580838323353,0
22,2003,0,0,0.01388888888888888889,0.01736111111111111111,0.05555555555555555556,0.36111111111111111111,0,0.07291666666666666667,0.19097222222222222222,0,0.01736111111111111111,0.04513888888888888889,0,0.10416666666666666667,0,0.02430555555555555556,0,0,0.09375,0.00347222222222222222
20,2018,0,0,0,0,0,0.61538461538461538462,0,0,0.23076923076923076923,0,0,0,0,0,0,0.15384615384615384615,0,0,0,0
8,2014,0,0,0.01395348837209302326,0,0.16279069767441860465,0.33023255813953488372,0,0.01395348837209302326,0.19069767441860465116,0,0.02790697674418604651,0.03720930232558139535,0,0.0744186046511627907,0,0.09302325581395348837,0,0,0.0511627906976744186,0.00465116279069767442
17,2006,0,0,0.01869158878504672897,0.03738317757009345794,0.02803738317757009346,0.37383177570093457944,0,0.02803738317757009346,0.26168224299065420561,0,0.03738317757009345794,0.07476635514018691589,0,0.05607476635514018692,0,0.08411214953271028037,0,0,0,0
2,2001,0,0,0.10304449648711943794,0.02576112412177985948,0.00819672131147540984,0.29625292740046838407,0,0.0351288056206088993,0.16042154566744730679,0,0.04566744730679156909,0.04683840749414519906,0,0.10187353629976580796,0,0.10304449648711943794,0,0,0.05971896955503512881,0.01405152224824355972
24,2009,0.01234567901234567901,0,0,0,0.04320987654320987654,0.34567901234567901235,0,0.04320987654320987654,0.22839506172839506173,0,0.00617283950617283951,0.04320987654320987654,0,0.22222222222222222222,0,0.03703703703703703704,0,0,0.01851851851851851852,0
3,2010,0,0,0.00913242009132420091,0,0.11872146118721461187,0.32420091324200913242,0,0.04566210045662100457,0.28310502283105022831,0,0.02283105022831050228,0.02283105022831050228,0,0.10045662100456621005,0,0.04566210045662100457,0,0,0.02283105022831050228,0.00456621004566210046
12,2011,0,0,0.01851851851851851852,0.00617283950617283951,0.03086419753086419753,0.32098765432098765432,0,0.02469135802469135802,0.40740740740740740741,0,0,0.03086419753086419753,0,0.06790123456790123457,0,0.05555555555555555556,0,0,0.03703703703703703704,0
1,2011,0.00507614213197969543,0,0.04060913705583756345,0,0.10659898477157360406,0.39086294416243654822,0,0.05076142131979695431,0.22335025380710659898,0,0,0.01522842639593908629,0,0.04060913705583756345,0,0.09137055837563451777,0,0,0.02030456852791878173,0.01522842639593908629
11,2010,0.00271002710027100271,0,0.00542005420054200542,0,0.12195121951219512195,0.31707317073170731707,0,0.03794037940379403794,0.27371273712737127371,0.00542005420054200542,0.00813008130081300813,0.01897018970189701897,0,0.12737127371273712737,0,0.05962059620596205962,0,0,0.01897018970189701897,0.00271002710027100271
7,2005,0,0.00813008130081300813,0.00542005420054200542,0.00271002710027100271,0.07588075880758807588,0.23848238482384823848,0,0.03794037940379403794,0.33333333333333333333,0,0.04878048780487804878,0,0,0.12466124661246612466,0,0.11653116531165311653,0,0,0.00813008130081300813,0
11,2011,0.00303951367781155015,0,0,0.00303951367781155015,0.08510638297872340426,0.33434650455927051672,0,0.0060790273556231003,0.23708206686930091185,0,0.0060790273556231003,0.02735562310030395137,0,0.1519756838905775076,0,0.10942249240121580547,0,0,0.03343465045592705167,0.00303951367781155015
1,2018,0,0,0.03571428571428571429,0,0,0.64285714285714285714,0,0,0.10714285714285714286,0,0,0.14285714285714285714,0,0,0.03571428571428571429,0,0.03571428571428571429,0,0,0
19,2015,0,0,0.03921568627450980392,0,0.0490196078431372549,0.44117647058823529412,0,0.01960784313725490196,0.18627450980392156863,0,0.00980392156862745098,0.02941176470588235294,0,0.08823529411764705882,0,0.08823529411764705882,0,0,0.0490196078431372549,0
8,2012,0,0,0.01754385964912280702,0,0.09210526315789473684,0.21491228070175438596,0,0.06578947368421052632,0.33333333333333333333,0,0,0.03947368421052631579,0,0.1535087719298245614,0,0.04385964912280701754,0,0,0.03947368421052631579,0
14,2003,0,0,0.02298850574712643678,0.0038314176245210728,0.02681992337164750958,0.36015325670498084291,0,0.04980842911877394636,0.27586206896551724138,0,0.02298850574712643678,0.01532567049808429119,0,0.08812260536398467433,0,0.05363984674329501916,0,0,0.07662835249042145594,0.0038314176245210728
19,2003,0,0,0.02366863905325443787,0.00295857988165680473,0.05325443786982248521,0.35502958579881656805,0,0.04142011834319526627,0.19822485207100591716,0,0.0177514792899408284,0.04437869822485207101,0,0.10946745562130177515,0,0.02958579881656804734,0,0,0.11834319526627218935,0.00591715976331360947
11,2016,0,0,0.00518134715025906736,0,0.13989637305699481865,0.38341968911917098446,0,0,0.11917098445595854922,0.13989637305699481865,0,0.03108808290155440415,0,0.09326424870466321244,0,0.06217616580310880829,0,0,0.02590673575129533679,0
20,2013,0.0625,0,0.02083333333333333333,0,0.04166666666666666667,0.29166666666666666667,0,0.0625,0.16666666666666666667,0,0,0.04166666666666666667,0,0.16666666666666666667,0,0.125,0,0,0.02083333333333333333,0
3,2002,0.0024691358024691358,0,0.01728395061728395062,0,0.06419753086419753086,0.36049382716049382716,0,0.04691358024691358025,0.2024691358024691358,0,0.02469135802469135802,0.03209876543209876543,0,0.0987654320987654321,0,0.04691358024691358025,0,0,0.1012345679012345679,0.0024691358024691358
9,2017,0,0,0.0375,0,0.125,0.3625,0,0,0.175,0.0375,0,0.025,0,0.0875,0.0125,0.1375,0,0,0,0
1,2005,0.01271186440677966102,0,0.03389830508474576271,0.01694915254237288136,0.04237288135593220339,0.37711864406779661017,0,0.01694915254237288136,0.18220338983050847458,0,0.13135593220338983051,0.00847457627118644068,0,0.06779661016949152542,0,0.06779661016949152542,0,0,0.01271186440677966102,0.02966101694915254237
10,2011,0.0280898876404494382,0,0,0,0.14606741573033707865,0.17415730337078651685,0,0.03932584269662921348,0.28089887640449438202,0,0.01123595505617977528,0.00561797752808988764,0,0.16292134831460674157,0,0.12921348314606741573,0,0,0.02247191011235955056,0
18,2001,0.00259067357512953368,0,0.00777202072538860104,0.02331606217616580311,0.02331606217616580311,0.35492227979274611399,0,0.0854922279792746114,0.1709844559585492228,0,0.02072538860103626943,0.09585492227979274611,0,0.06735751295336787565,0,0.04145077720207253886,0,0,0.10621761658031088083,0
20,2006,0,0,0.02469135802469135802,0,0.12345679012345679012,0.27160493827160493827,0,0,0.24691358024691358025,0,0.08641975308641975309,0.06172839506172839506,0,0.14814814814814814815,0,0,0,0,0.03703703703703703704,0
3,2001,0,0,0.03021148036253776435,0.02114803625377643505,0.00604229607250755287,0.39577039274924471299,0,0.04833836858006042296,0.19939577039274924471,0,0.03625377643504531722,0.06948640483383685801,0,0.08157099697885196375,0,0.04833836858006042296,0,0,0.06344410876132930514,0
10,2018,0,0,0.05555555555555555556,0,0,0.22222222222222222222,0,0.05555555555555555556,0.44444444444444444444,0.05555555555555555556,0,0.11111111111111111111,0,0,0,0.05555555555555555556,0,0,0,0
15,2010,0,0,0.00462962962962962963,0.06481481481481481481,0.13425925925925925926,0.22685185185185185185,0,0.04166666666666666667,0.33333333333333333333,0,0.00925925925925925926,0,0,0.12037037037037037037,0,0.02777777777777777778,0,0,0.03703703703703703704,0
25,2006,0,0,0.0044247787610619469,0,0.19469026548672566372,0.20353982300884955752,0,0.03539823008849557522,0.21238938053097345133,0,0.01769911504424778761,0.03539823008849557522,0,0.14601769911504424779,0,0.12389380530973451327,0,0,0.02212389380530973451,0.0044247787610619469
7,2007,0,0,0,0.00460829493087557604,0.06451612903225806452,0.38248847926267281106,0,0.01152073732718894009,0.26036866359447004608,0,0.00460829493087557604,0.01612903225806451613,0,0.17972350230414746544,0,0.04377880184331797235,0,0,0.03225806451612903226,0
8,2005,0.0042735042735042735,0,0.02991452991452991453,0.01282051282051282051,0.05982905982905982906,0.29059829059829059829,0,0.05555555555555555556,0.37179487179487179487,0,0.03418803418803418803,0.0042735042735042735,0,0.09401709401709401709,0,0.02991452991452991453,0,0,0.01282051282051282051,0
4,2015,0,0,0.01694915254237288136,0,0.12994350282485875706,0.25423728813559322034,0,0.00564971751412429379,0.22598870056497175141,0,0,0.05649717514124293785,0,0.22033898305084745763,0,0.07909604519774011299,0,0,0.01129943502824858757,0
22,2005,0.00689655172413793103,0,0.05517241379310344828,0.0206896551724137931,0.13793103448275862069,0.22758620689655172414,0,0.08275862068965517241,0.31034482758620689655,0,0.04137931034482758621,0.01379310344827586207,0,0.06896551724137931034,0,0.0206896551724137931,0,0,0.00689655172413793103,0.00689655172413793103
3,2015,0,0,0.00641025641025641026,0,0.12179487179487179487,0.37179487179487179487,0,0.02564102564102564103,0.16666666666666666667,0,0,0.07692307692307692308,0,0.12179487179487179487,0,0.06410256410256410256,0,0,0.04487179487179487179,0
22,2009,0.01754385964912280702,0,0.04385964912280701754,0.00438596491228070175,0.08771929824561403509,0.37719298245614035088,0,0.05263157894736842105,0.21052631578947368421,0,0.01754385964912280702,0.00877192982456140351,0,0.12719298245614035088,0,0.03070175438596491228,0,0,0.01754385964912280702,0.00438596491228070175
16,2016,0,0,0.02898550724637681159,0,0.15942028985507246377,0.4927536231884057971,0,0.07246376811594202899,0.10144927536231884058,0,0,0.02898550724637681159,0,0.02898550724637681159,0,0.02898550724637681159,0.0144927536231884058,0,0.02898550724637681159,0.0144927536231884058
2,2016,0,0,0.03960396039603960396,0,0.07920792079207920792,0.63366336633663366337,0,0,0.08910891089108910891,0,0,0.01980198019801980198,0,0.02970297029702970297,0.02970297029702970297,0,0.00990099009900990099,0,0.00990099009900990099,0.05940594059405940594
1,2017,0,0,0.03389830508474576271,0.00847457627118644068,0.08474576271186440678,0.44915254237288135593,0,0.01694915254237288136,0.11864406779661016949,0.05932203389830508475,0,0.03389830508474576271,0,0,0,0.13559322033898305085,0.01694915254237288136,0,0.04237288135593220339,0
19,2005,0,0,0.00460829493087557604,0,0.05069124423963133641,0.39170506912442396313,0,0.01843317972350230415,0.2119815668202764977,0,0.04608294930875576037,0.01843317972350230415,0,0.15668202764976958525,0,0.07834101382488479263,0,0,0.00921658986175115207,0.01382488479262672811
20,2010,0,0,0.01470588235294117647,0,0.14705882352941176471,0.17647058823529411765,0,0.04411764705882352941,0.30882352941176470588,0,0,0.04411764705882352941,0,0.19117647058823529412,0,0.07352941176470588235,0,0,0,0
25,2009,0.01086956521739130435,0,0.01086956521739130435,0,0.06521739130434782609,0.27536231884057971014,0,0.0217391304347826087,0.32608695652173913043,0,0,0.02898550724637681159,0,0.12681159420289855072,0,0.10507246376811594203,0,0,0.02898550724637681159,0
7,2006,0,0.01002506265664160401,0.00501253132832080201,0.002506265664160401,0.04511278195488721805,0.31829573934837092732,0,0.03007518796992481203,0.33834586466165413534,0,0.01253132832080200501,0.01754385964912280702,0,0.13784461152882205514,0,0.07268170426065162907,0,0,0.00501253132832080201,0.00501253132832080201
17,2010,0,0,0.03448275862068965517,0,0.08045977011494252874,0.35632183908045977011,0,0.05747126436781609195,0.20689655172413793103,0,0,0.02298850574712643678,0,0.18390804597701149425,0,0.03448275862068965517,0,0,0.01149425287356321839,0.01149425287356321839
11,2006,0.00591715976331360947,0.00986193293885601578,0.00394477317554240631,0.00197238658777120316,0.19921104536489151874,0.19329388560157790927,0,0.02366863905325443787,0.28994082840236686391,0,0.00394477317554240631,0.02958579881656804734,0,0.12820512820512820513,0,0.10059171597633136095,0,0,0.00986193293885601578,0
6,2013,0.00306748466257668712,0,0.0184049079754601227,0.00306748466257668712,0.12269938650306748466,0.27914110429447852761,0,0.01533742331288343558,0.26687116564417177914,0,0,0.01226993865030674847,0,0.17484662576687116564,0,0.07668711656441717791,0,0,0.02760736196319018405,0
14,2010,0.0074626865671641791,0,0.0074626865671641791,0,0.02985074626865671642,0.39552238805970149254,0,0.0074626865671641791,0.29104477611940298507,0,0.04477611940298507463,0.0074626865671641791,0,0.08208955223880597015,0,0.06716417910447761194,0,0,0.05970149253731343284,0
19,2009,0.02380952380952380952,0,0.01428571428571428571,0.0047619047619047619,0.02857142857142857143,0.41428571428571428571,0,0.03809523809523809524,0.24761904761904761905,0,0.01904761904761904762,0.04285714285714285714,0,0.08571428571428571429,0,0.05714285714285714286,0,0,0.02380952380952380952,0
12,2013,0.00628930817610062893,0,0.03144654088050314465,0,0.03144654088050314465,0.47798742138364779874,0,0.02515723270440251572,0.27672955974842767296,0,0,0.00628930817610062893,0,0.07547169811320754717,0,0.03773584905660377358,0,0,0.01886792452830188679,0.01257861635220125786
16,2008,0,0,0.10227272727272727273,0,0.06818181818181818182,0.47159090909090909091,0,0.03409090909090909091,0.13068181818181818182,0,0,0.01704545454545454545,0,0.09090909090909090909,0,0.03977272727272727273,0,0,0.03977272727272727273,0.00568181818181818182
25,2012,0,0,0.00581395348837209302,0,0.10465116279069767442,0.26744186046511627907,0,0.04069767441860465116,0.29069767441860465116,0,0.01162790697674418605,0.01162790697674418605,0,0.13953488372093023256,0,0.08139534883720930233,0,0,0.04651162790697674419,0
3,2014,0,0,0,0.0044052863436123348,0.19383259911894273128,0.26431718061674008811,0,0.0044052863436123348,0.12775330396475770925,0,0.0044052863436123348,0.03964757709251101322,0,0.2466960352422907489,0,0.10572687224669603524,0,0,0.0088105726872246696,0
2,2002,0,0,0.03403565640194489465,0.00162074554294975689,0.07293354943273905997,0.33711507293354943274,0,0.0405186385737439222,0.22366288492706645057,0,0.04862236628849270665,0.03403565640194489465,0,0.07941653160453808752,0,0.06158833063209076175,0,0.00648298217179902755,0.05024311183144246353,0.00972447325769854133
12,2014,0,0,0.05072463768115942029,0.0217391304347826087,0.10144927536231884058,0.5,0.0217391304347826087,0.0144927536231884058,0.09420289855072463768,0,0,0.02898550724637681159,0,0.07246376811594202899,0,0.07246376811594202899,0,0,0.0144927536231884058,0.0072463768115942029
24,2003,0,0,0.015,0,0.06,0.35,0,0.02,0.21,0,0.015,0.04,0,0.195,0,0.03,0,0,0.065,0
4,2016,0,0,0.01960784313725490196,0,0.03921568627450980392,0.48039215686274509804,0,0.02941176470588235294,0.18627450980392156863,0,0,0.00980392156862745098,0,0.03921568627450980392,0,0.15686274509803921569,0.02941176470588235294,0,0.00980392156862745098,0
17,2014,0,0,0.01818181818181818182,0,0,0.49090909090909090909,0,0,0.07272727272727272727,0,0.05454545454545454545,0.03636363636363636364,0,0.27272727272727272727,0,0.01818181818181818182,0,0,0.03636363636363636364,0
9,2006,0,0,0.00393700787401574803,0,0.11023622047244094488,0.34645669291338582677,0,0.01968503937007874016,0.31496062992125984252,0,0.00393700787401574803,0.03149606299212598425,0,0.09055118110236220472,0,0.05511811023622047244,0,0,0.02362204724409448819,0
17,2004,0,0,0.05555555555555555556,0.02380952380952380952,0.01587301587301587302,0.30952380952380952381,0,0.04761904761904761905,0.1984126984126984127,0,0.07936507936507936508,0.01587301587301587302,0,0.15873015873015873016,0,0.03968253968253968254,0,0,0.02380952380952380952,0.03174603174603174603
2,2009,0.01384083044982698962,0,0.02422145328719723183,0,0.08650519031141868512,0.32179930795847750865,0,0.02076124567474048443,0.24913494809688581315,0,0.0034602076124567474,0.02422145328719723183,0,0.12802768166089965398,0,0.05882352941176470588,0,0,0.05536332179930795848,0.01384083044982698962
1,2010,0.00934579439252336449,0,0.07943925233644859813,0.06074766355140186916,0.03738317757009345794,0.32242990654205607477,0,0.02803738317757009346,0.23364485981308411215,0,0.00934579439252336449,0.00934579439252336449,0,0.07476635514018691589,0,0.10280373831775700935,0,0,0.02336448598130841121,0.00934579439252336449
4,2017,0,0,0.01123595505617977528,0,0.13483146067415730337,0.20224719101123595506,0,0.02247191011235955056,0.24719101123595505618,0.14606741573033707865,0,0.03370786516853932584,0,0.13483146067415730337,0,0.0561797752808988764,0.01123595505617977528,0,0,0
16,2009,0.00819672131147540984,0,0.02459016393442622951,0,0.00819672131147540984,0.5,0,0.04098360655737704918,0.09836065573770491803,0,0.01639344262295081967,0.01639344262295081967,0,0.22131147540983606557,0,0.04098360655737704918,0,0,0.00819672131147540984,0.01639344262295081967
4,2014,0,0,0.00343642611683848797,0,0.24054982817869415808,0.29553264604810996564,0,0.01718213058419243986,0.19243986254295532646,0,0,0.01718213058419243986,0,0.12371134020618556701,0,0.09278350515463917526,0,0,0.01718213058419243986,0
11,2005,0,0,0.00506329113924050633,0.01518987341772151899,0.09620253164556962025,0.27088607594936708861,0,0.04556962025316455696,0.30379746835443037975,0,0.0354430379746835443,0.01772151898734177215,0,0.13417721518987341772,0,0.06075949367088607595,0,0.00506329113924050633,0.01012658227848101266,0
12,2016,0,0,0.08888888888888888889,0,0,0.5,0,0.05555555555555555556,0.05555555555555555556,0,0.02222222222222222222,0,0,0.02222222222222222222,0.01111111111111111111,0.15555555555555555556,0.05555555555555555556,0,0.02222222222222222222,0.01111111111111111111
10,2015,0.02142857142857142857,0,0.00714285714285714286,0,0.12857142857142857143,0.20714285714285714286,0,0.00714285714285714286,0.07857142857142857143,0,0,0.04285714285714285714,0,0.2,0,0.3,0,0,0.00714285714285714286,0
22,2017,0,0,0.11956521739130434783,0,0.06521739130434782609,0.44565217391304347826,0,0.08695652173913043478,0.11956521739130434783,0.0217391304347826087,0,0.05434782608695652174,0,0.05434782608695652174,0.01086956521739130435,0.0217391304347826087,0,0,0,0
17,2007,0.0078125,0,0.0078125,0.0078125,0.09375,0.453125,0,0.015625,0.2421875,0,0,0.0078125,0,0.0625,0,0.0859375,0,0,0.015625,0
6,2003,0,0,0.02368421052631578947,0.00526315789473684211,0.08157894736842105263,0.38947368421052631579,0,0.03421052631578947368,0.18421052631578947368,0,0.03421052631578947368,0.02368421052631578947,0,0.07105263157894736842,0,0.04473684210526315789,0,0,0.10789473684210526316,0
2,2004,0,0,0.04404145077720207254,0.01036269430051813472,0.05181347150259067358,0.42746113989637305699,0,0.0362694300518134715,0.18911917098445595855,0,0.0362694300518134715,0.00259067357512953368,0,0.06217616580310880829,0.00259067357512953368,0.07512953367875647668,0,0,0.05440414507772020725,0.00777202072538860104
15,2015,0.01550387596899224806,0,0.01550387596899224806,0,0.17054263565891472868,0.20930232558139534884,0,0.01550387596899224806,0.28682170542635658915,0,0,0.03875968992248062016,0,0.11627906976744186047,0,0.13178294573643410853,0,0,0,0
16,2012,0,0,0.10869565217391304348,0.01086956521739130435,0.06521739130434782609,0.30434782608695652174,0,0.04347826086956521739,0.20652173913043478261,0,0.01086956521739130435,0.03260869565217391304,0,0.17391304347826086957,0,0,0,0,0.03260869565217391304,0.01086956521739130435
2,2007,0.01785714285714285714,0,0.01785714285714285714,0,0.03061224489795918367,0.45153061224489795918,0,0.02040816326530612245,0.23469387755102040816,0,0.01275510204081632653,0.01530612244897959184,0,0.10459183673469387755,0,0.05612244897959183673,0.00255102040816326531,0,0.01530612244897959184,0.02040816326530612245
2,2006,0,0,0.02439024390243902439,0.01829268292682926829,0.05182926829268292683,0.45121951219512195122,0,0.03048780487804878049,0.21951219512195121951,0,0.02134146341463414634,0.03353658536585365854,0,0.04573170731707317073,0,0.06402439024390243902,0,0,0.02134146341463414634,0.01829268292682926829
10,2010,0.035,0,0,0,0.155,0.24,0,0.02,0.285,0,0.015,0.005,0,0.1,0,0.115,0,0,0.03,0
20,2009,0,0,0,0,0.14492753623188405797,0.39130434782608695652,0,0.0144927536231884058,0.14492753623188405797,0,0.0144927536231884058,0.02898550724637681159,0,0.08695652173913043478,0,0.13043478260869565217,0,0,0.04347826086956521739,0
7,2015,0,0,0,0,0.2,0.26046511627906976744,0.00930232558139534884,0,0.08372093023255813953,0,0.03255813953488372093,0.09302325581395348837,0,0.14418604651162790698,0,0.14418604651162790698,0,0,0.03255813953488372093,0
5,2002,0,0,0.02050113895216400911,0.0068337129840546697,0.05466970387243735763,0.36218678815489749431,0,0.03872437357630979499,0.19589977220956719818,0,0.03872437357630979499,0.01594533029612756264,0,0.12072892938496583144,0,0.06378132118451025057,0,0.00227790432801822323,0.07744874715261958998,0.00227790432801822323
11,2012,0,0,0,0.00657894736842105263,0.11184210526315789474,0.27302631578947368421,0,0.00986842105263157895,0.37171052631578947368,0,0,0.02960526315789473684,0,0.10855263157894736842,0,0.05921052631578947368,0,0,0.02960526315789473684,0
1,2002,0.0019157088122605364,0,0.06130268199233716475,0.00766283524904214559,0.02873563218390804598,0.34291187739463601533,0,0.07088122605363984674,0.13984674329501915709,0,0.02490421455938697318,0.06321839080459770115,0,0.04406130268199233716,0,0.08045977011494252874,0,0,0.1264367816091954023,0.00766283524904214559
22,2002,0,0,0.01273885350318471338,0,0.03184713375796178344,0.32484076433121019108,0,0.06369426751592356688,0.18471337579617834395,0,0.03503184713375796178,0.06369426751592356688,0,0.12738853503184713376,0,0.05732484076433121019,0,0,0.09554140127388535032,0.00318471337579617834
20,2017,0,0,0.04166666666666666667,0,0.16666666666666666667,0.375,0,0.08333333333333333333,0.08333333333333333333,0,0,0.04166666666666666667,0,0.125,0,0.08333333333333333333,0,0,0,0
7,2011,0.00277777777777777778,0,0.00555555555555555556,0,0.11111111111111111111,0.20555555555555555556,0.00277777777777777778,0.04444444444444444444,0.31666666666666666667,0,0,0.01111111111111111111,0,0.21666666666666666667,0,0.05277777777777777778,0,0,0.03055555555555555556,0
8,2003,0,0,0.024,0.02,0.052,0.316,0,0.042,0.212,0,0.008,0.018,0,0.18,0,0.014,0,0,0.114,0
2,2017,0,0,0.03157894736842105263,0.03157894736842105263,0.06315789473684210526,0.46315789473684210526,0,0,0.14736842105263157895,0,0,0.03157894736842105263,0,0,0.01052631578947368421,0.06315789473684210526,0.03157894736842105263,0,0.03157894736842105263,0.09473684210526315789
